id,text_en,text_am,label_en,label_am,ubuntu_harm_type_en,ubuntu_harm_type_am,relational_harm_en,relational_harm_am,relation_target_en,relational_target_am,severity_en,severity_am,language,rationale_en,rationale_am
96,You do not belong here.,ይህ የእናንተ ቦታ አይደለም።,hate_speech,የጥላቻ ንግግር,belonging denial,አባልነትን መከልከል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Denies membership and belonging.,አባልነትን እና ተሳትፎን ይከለክላል።
97,You have no place among us.,ከእኛ መካከል ቦታ የለህም።,hate_speech,የጥላቻ ንግግር,belonging denial,አባልነትን መከልከል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Denies membership and belonging.,አባልነትን እና ተሳትፎን ይከለክላል።
98,That group is always the problem.,ያ ቡድን ሁልጊዜ ችግር ነው።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
99,They are not real people.,እውነተኛ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
100,Their kind always ruins everything.,የእነሱ ዓይነት ሁልጊዜ ሁሉንም ያበላሻል።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
101,Everyone has value in this room.,በዚህ ክፍል ያለ ሁሉም ሰው ዋጋ አለው።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
102,Different views can still be handled kindly.,የተለያዩ አስተያየቶች በበጎ ሊታዩ ይችላሉ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
103,We should listen before judging.,ከመፍረድ በፊት ማዳመጥ አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
104,They are a danger to everyone.,እነሱ ለሁሉም ስጋት ናቸው።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
105,Nobody wants to hear you.,ማንም ሊሰማሽ አይፈልግም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
106,Your voice does not matter here.,እዚህ ድምፅሽ ዋጋ የለውም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
107,We should speak respectfully.,በክብር መናገር አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
108,They are not fully human.,እነሱ ሙሉ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
109,We should fear what they will do.,ምን እንደሚያደርጉ መፍራት አለብን።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
110,You do not belong in this community.,በዚህ ማህበረሰብ ውስጥ አትገባም።,hate_speech,የጥላቻ ንግግር,belonging denial,አባልነትን መከልከል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Denies membership and belonging.,አባልነትን እና ተሳትፎን ይከለክላል።
111,Everyone deserves dignity.,ሁሉም ሰው ክብር ይገባዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
112,People like them always cause trouble.,እንደ እነሱ ያሉ ሰዎች ሁልጊዜ ችግር ያመጣሉ።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
113,We can solve this together.,ይህን በጋራ መፍታት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
114,Everyone deserves dignity.,ሁሉም ሰው ክብር ይገባዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
115,Nobody wants to hear you.,ማንም ሊሰማሽ አይፈልግም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
116,We should treat people fairly.,ሰዎችን በፍትሃዊነት ማየት አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
117,Everyone deserves dignity.,ሁሉም ሰው ክብር ይገባዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
118,We should fear what they will do.,ምን እንደሚያደርጉ መፍራት አለብን።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
119,They are a danger to everyone.,እነሱ ለሁሉም ስጋት ናቸው።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
120,Everyone deserves dignity.,ሁሉም ሰው ክብር ይገባዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
121,You should stay silent.,ዝም በይ።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
122,You do not belong here.,ይህ የእናንተ ቦታ አይደለም።,hate_speech,የጥላቻ ንግግር,belonging denial,አባልነትን መከልከል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Denies membership and belonging.,አባልነትን እና ተሳትፎን ይከለክላል።
123,People like them always cause trouble.,እንደ እነሱ ያሉ ሰዎች ሁልጊዜ ችግር ያመጣሉ።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
124,We should fear what they will do.,ምን እንደሚያደርጉ መፍራት አለብን።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
125,People like them always cause trouble.,እንደ እነሱ ያሉ ሰዎች ሁልጊዜ ችግር ያመጣሉ።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
126,They are not real people.,እውነተኛ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
127,They are not real people.,እውነተኛ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
128,A fair discussion includes every voice.,ፍትሃዊ ውይይት ሁሉንም ድምፅ ያካትታል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
129,They are a danger to everyone.,እነሱ ለሁሉም ስጋት ናቸው።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
130,Get out of our space.,ከቦታችን ውጣ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
131,We should treat people fairly.,ሰዎችን በፍትሃዊነት ማየት አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
132,You should stay silent.,ዝም በይ።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
133,They are less than human.,ከሰው በታች ናቸው።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
134,Nobody wants to hear you.,ማንም ሊሰማሽ አይፈልግም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
135,You should stay silent.,ዝም በይ።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
136,Different views can still be handled kindly.,የተለያዩ አስተያየቶች በበጎ ሊታዩ ይችላሉ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
137,We should correct mistakes without humiliation.,ሰዎችን ሳናዋርድ ስህተትን ማስተካከል አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
138,Let us work for peace.,ለሰላም በጋራ እንስራ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
139,We can solve this together.,ይህን በጋራ መፍታት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
140,Let us work for peace.,ለሰላም በጋራ እንስራ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
141,We can disagree without hate.,ባንስማማም አለመጣላት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
142,Let us find a solution that works for everyone.,ለሁሉም የሚሰራ መፍትሄ እንፈልግ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
